Unnamed: 0,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge,ch
2945,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,0,normal,0.9988971,1
2946,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,0,above normal,0.9964888,1
2947,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,15,below normal,0.995133,1
2948,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,15,normal,0.9960632,1
2949,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,15,above normal,0.9925127,1
2950,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,30,below normal,0.9826193,1
2951,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,30,normal,0.98441017,1
2952,more than 10 years,2017,18-30,female,doctoral degree,above average,10-30%,30,above normal,0.9841059,1
2953,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,0,below normal,0.9958902,1
2954,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,0,normal,0.9966761,1
2955,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,0,above normal,0.98222876,1
2956,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,15,below normal,0.98544264,1
2957,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,15,normal,0.9880262,1
2958,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,15,above normal,0.95735395,1
2959,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,30,below normal,0.94726825,1
2960,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,30,normal,0.9427253,1
2961,more than 10 years,2017,18-30,female,doctoral degree,above average,31-50%,30,above normal,0.9011648,1
2962,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,0,below normal,0.9876886,1
2963,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,0,normal,0.98450977,1
2964,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,0,above normal,0.8884948,1
2965,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,15,below normal,0.9480557,1
2966,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,15,normal,0.9302564,1
2967,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,15,above normal,0.76394933,1
2968,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,30,below normal,0.786948,1
2969,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,30,normal,0.7204461,1
2970,more than 10 years,2017,18-30,female,doctoral degree,above average,51-70%,30,above normal,0.5679402,0
2971,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,0,below normal,0.9981002,1
2972,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,0,normal,0.99799997,1
2973,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,0,above normal,0.9967539,1
2974,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,15,below normal,0.9946549,0
2975,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,15,normal,0.9943228,1
2976,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,15,above normal,0.9922476,1
2977,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,30,below normal,0.9850546,1
2978,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,30,normal,0.98324156,1
2979,1-3 years,2022,above 60,male,high school diploma,above average,10-30%,30,above normal,0.97642535,1
2980,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,0,below normal,0.9909277,1
2981,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,0,normal,0.9882931,1
2982,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,0,above normal,0.96869177,1
2983,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,15,below normal,0.97589874,1
2984,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,15,normal,0.9705282,1
2985,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,15,above normal,0.9293957,1
2986,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,30,below normal,0.93460095,1
2987,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,30,normal,0.8867857,1
2988,1-3 years,2022,above 60,male,high school diploma,above average,31-50%,30,above normal,0.7823002,1
2989,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,0,below normal,0.92974454,1
2990,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,0,normal,0.8399937,1
2991,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,0,above normal,0.57565916,0
2992,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,15,below normal,0.83675736,1
2993,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,15,normal,0.6666498,0
2994,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,15,above normal,0.38387764,0
2995,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,30,below normal,0.5505995,0
2996,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,30,normal,0.36520347,0
2997,1-3 years,2022,above 60,male,high school diploma,above average,51-70%,30,above normal,0.18882868,0
2998,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,0,below normal,0.9990146,1
2999,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,0,normal,0.9905567,1
3000,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,0,above normal,0.65080994,0
3001,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,15,below normal,0.9972338,1
3002,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,15,normal,0.9848311,1
3003,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,15,above normal,0.5356548,0
3004,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,30,below normal,0.98977494,1
3005,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,30,normal,0.971414,1
3006,more than 10 years,2022,31-40,female,high school diploma,average,10-30%,30,above normal,0.33133206,0
3007,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,0,below normal,0.9955107,1
3008,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,0,normal,0.95561486,1
3009,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,0,above normal,0.27669588,0
3010,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,15,below normal,0.9853526,1
3011,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,15,normal,0.9301965,1
3012,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,15,above normal,0.19144486,0
3013,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,30,below normal,0.9532881,1
3014,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,30,normal,0.89186865,1
3015,more than 10 years,2022,31-40,female,high school diploma,average,31-50%,30,above normal,0.12648253,0
3016,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,0,below normal,0.9736789,1
3017,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,0,normal,0.8026298,1
3018,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,0,above normal,0.070613354,0
3019,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,15,below normal,0.9181817,1
3020,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,15,normal,0.71069634,1
3021,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,15,above normal,0.046346307,0
3022,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,30,below normal,0.7729559,1
3023,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,30,normal,0.59741944,0
3024,more than 10 years,2022,31-40,female,high school diploma,average,51-70%,30,above normal,0.02920152,0
3025,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,0,below normal,0.9985422,1
3026,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,0,normal,0.9956039,1
3027,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,0,above normal,0.7917299,1
3028,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,15,below normal,0.9954958,1
3029,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,15,normal,0.98963636,1
3030,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,15,above normal,0.7780495,1
3031,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,30,below normal,0.9690711,1
3032,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,30,normal,0.9507649,1
3033,5-10 years,2020,50-60,male,bachelor's degree,average,10-30%,30,above normal,0.681794,0
3034,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,0,below normal,0.9846043,1
3035,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,0,normal,0.9554329,1
3036,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,0,above normal,0.3003189,0
3037,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,15,below normal,0.9652025,1
3038,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,15,normal,0.9208821,1
3039,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,15,above normal,0.28356853,0
3040,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,30,below normal,0.8398689,1
3041,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,30,normal,0.78124434,1
3042,5-10 years,2020,50-60,male,bachelor's degree,average,31-50%,30,above normal,0.23994237,0
3043,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,0,below normal,0.88630205,1
3044,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,0,normal,0.70765144,1
3045,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,0,above normal,0.046223395,0
3046,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,15,below normal,0.78211844,1
3047,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,15,normal,0.58655727,0
3048,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,15,above normal,0.042778715,0
3049,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,30,below normal,0.49238226,0
3050,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,30,normal,0.34158403,0
3051,5-10 years,2020,50-60,male,bachelor's degree,average,51-70%,30,above normal,0.036254127,0
3052,5-10 years,2016,31-40,male,master's degree,below average,10-30%,0,below normal,0.99695206,1
3053,5-10 years,2016,31-40,male,master's degree,below average,10-30%,0,normal,0.9692496,1
3054,5-10 years,2016,31-40,male,master's degree,below average,10-30%,0,above normal,0.4897339,0
3055,5-10 years,2016,31-40,male,master's degree,below average,10-30%,15,below normal,0.99000263,1
3056,5-10 years,2016,31-40,male,master's degree,below average,10-30%,15,normal,0.9532743,1
3057,5-10 years,2016,31-40,male,master's degree,below average,10-30%,15,above normal,0.38514948,0
3058,5-10 years,2016,31-40,male,master's degree,below average,10-30%,30,below normal,0.96489435,1
3059,5-10 years,2016,31-40,male,master's degree,below average,10-30%,30,normal,0.9050254,1
3060,5-10 years,2016,31-40,male,master's degree,below average,10-30%,30,above normal,0.23813856,0
3061,5-10 years,2016,31-40,male,master's degree,below average,31-50%,0,below normal,0.9881688,1
3062,5-10 years,2016,31-40,male,master's degree,below average,31-50%,0,normal,0.8160335,1
3063,5-10 years,2016,31-40,male,master's degree,below average,31-50%,0,above normal,0.0877218,0
3064,5-10 years,2016,31-40,male,master's degree,below average,31-50%,15,below normal,0.9694206,1
3065,5-10 years,2016,31-40,male,master's degree,below average,31-50%,15,normal,0.7445845,1
3066,5-10 years,2016,31-40,male,master's degree,below average,31-50%,15,above normal,0.059438176,0
3067,5-10 years,2016,31-40,male,master's degree,below average,31-50%,30,below normal,0.9008483,1
3068,5-10 years,2016,31-40,male,master's degree,below average,31-50%,30,normal,0.61573046,0
3069,5-10 years,2016,31-40,male,master's degree,below average,31-50%,30,above normal,0.039875206,0
3070,5-10 years,2016,31-40,male,master's degree,below average,51-70%,0,below normal,0.9399865,1
3071,5-10 years,2016,31-40,male,master's degree,below average,51-70%,0,normal,0.30915123,0
3072,5-10 years,2016,31-40,male,master's degree,below average,51-70%,0,above normal,0.009607419,0
3073,5-10 years,2016,31-40,male,master's degree,below average,51-70%,15,below normal,0.83880913,1
3074,5-10 years,2016,31-40,male,master's degree,below average,51-70%,15,normal,0.22725831,0
3075,5-10 years,2016,31-40,male,master's degree,below average,51-70%,15,above normal,0.006334856,0
3076,5-10 years,2016,31-40,male,master's degree,below average,51-70%,30,below normal,0.6073358,0
3077,5-10 years,2016,31-40,male,master's degree,below average,51-70%,30,normal,0.16197261,0
3078,5-10 years,2016,31-40,male,master's degree,below average,51-70%,30,above normal,0.00417233,0
3079,1-3 years,2021,31-40,male,master's degree,average,10-30%,0,below normal,0.997486,1
3080,1-3 years,2021,31-40,male,master's degree,average,10-30%,0,normal,0.9970131,1
3081,1-3 years,2021,31-40,male,master's degree,average,10-30%,0,above normal,0.77830625,1
3082,1-3 years,2021,31-40,male,master's degree,average,10-30%,15,below normal,0.986878,1
3083,1-3 years,2021,31-40,male,master's degree,average,10-30%,15,normal,0.9803294,1
3084,1-3 years,2021,31-40,male,master's degree,average,10-30%,15,above normal,0.52284527,0
3085,1-3 years,2021,31-40,male,master's degree,average,10-30%,30,below normal,0.9559101,1
3086,1-3 years,2021,31-40,male,master's degree,average,10-30%,30,normal,0.9181617,1
3087,1-3 years,2021,31-40,male,master's degree,average,10-30%,30,above normal,0.33375737,0
3088,1-3 years,2021,31-40,male,master's degree,average,31-50%,0,below normal,0.9841195,1
3089,1-3 years,2021,31-40,male,master's degree,average,31-50%,0,normal,0.9693124,1
3090,1-3 years,2021,31-40,male,master's degree,average,31-50%,0,above normal,0.29365194,0
3091,1-3 years,2021,31-40,male,master's degree,average,31-50%,15,below normal,0.8929388,1
3092,1-3 years,2021,31-40,male,master's degree,average,31-50%,15,normal,0.8303741,1
3093,1-3 years,2021,31-40,male,master's degree,average,31-50%,15,above normal,0.11485396,0
3094,1-3 years,2021,31-40,male,master's degree,average,31-50%,30,below normal,0.64898145,0
3095,1-3 years,2021,31-40,male,master's degree,average,31-50%,30,normal,0.5110392,0
