number,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge
3247,more than 10 years,2022,50-60,male,master's degree,below average,10-30%,long,below normal,1
3248,more than 10 years,2022,50-60,male,master's degree,below average,10-30%,long,normal,1
3249,more than 10 years,2022,50-60,male,master's degree,below average,10-30%,long,above normal,0
3250,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,short,below normal,1
3251,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,short,normal,0
3252,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,short,above normal,0
3253,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,medium,below normal,0
3254,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,medium,normal,1
3255,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,medium,above normal,0
3256,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,long,below normal,1
3257,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,long,normal,0
3258,more than 10 years,2022,50-60,male,master's degree,below average,31-50%,long,above normal,0
3259,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,short,below normal,1
3260,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,short,normal,0
3261,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,short,above normal,0
3262,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,medium,below normal,1
3263,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,medium,normal,0
3264,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,medium,above normal,0
3265,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,long,below normal,0
3266,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,long,normal,0
3267,more than 10 years,2022,50-60,male,master's degree,below average,51-70%,long,above normal,0
3268,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,short,below normal,1
3269,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,short,normal,1
3270,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,short,above normal,1
3271,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,medium,below normal,1
3272,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,medium,normal,1
3273,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,medium,above normal,0
3274,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,long,below normal,1
3275,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,long,normal,0
3276,5-10 years,2020,31-40,female,doctoral degree,above average,10-30%,long,above normal,0
3277,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,short,below normal,1
3278,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,short,normal,1
3279,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,short,above normal,1
3280,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,medium,below normal,1
3281,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,medium,normal,1
3282,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,medium,above normal,1
3283,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,long,below normal,0
3284,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,long,normal,0
3285,5-10 years,2020,31-40,female,doctoral degree,above average,31-50%,long,above normal,0
3286,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,short,below normal,0
3287,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,short,normal,0
3288,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,short,above normal,0
3289,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,medium,below normal,0
3290,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,medium,normal,0
3291,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,medium,above normal,0
3292,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,long,below normal,0
3293,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,long,normal,0
3294,5-10 years,2020,31-40,female,doctoral degree,above average,51-70%,long,above normal,0
3295,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,short,below normal,1
3296,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,short,normal,1
3297,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,short,above normal,1
3298,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,medium,below normal,1
3299,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,medium,normal,1
3300,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,medium,above normal,1
3301,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,long,below normal,0
3302,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,long,normal,0
3303,3-5 years,2016,above 60,male,bachelor's degree,above average,10-30%,long,above normal,0
3304,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,short,below normal,0
3305,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,short,normal,1
3306,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,short,above normal,1
3307,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,medium,below normal,1
3308,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,medium,normal,0
3309,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,medium,above normal,0
3310,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,long,below normal,0
3311,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,long,normal,0
3312,3-5 years,2016,above 60,male,bachelor's degree,above average,31-50%,long,above normal,0
3313,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,short,below normal,0
3314,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,short,normal,0
3315,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,short,above normal,0
3316,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,medium,below normal,0
3317,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,medium,normal,0
3318,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,medium,above normal,0
3319,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,long,below normal,0
3320,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,long,normal,0
3321,3-5 years,2016,above 60,male,bachelor's degree,above average,51-70%,long,above normal,0
3322,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,short,below normal,1
3323,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,short,normal,1
3324,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,short,above normal,1
3325,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,medium,below normal,1
3326,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,medium,normal,1
3327,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,medium,above normal,1
3328,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,long,below normal,1
3329,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,long,normal,1
3330,3-5 years,2022,50-60,male,bachelor's degree,above average,10-30%,long,above normal,1
3331,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,short,below normal,1
3332,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,short,normal,1
3333,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,short,above normal,1
3334,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,medium,below normal,1
3335,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,medium,normal,1
3336,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,medium,above normal,1
3337,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,long,below normal,1
3338,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,long,normal,0
3339,3-5 years,2022,50-60,male,bachelor's degree,above average,31-50%,long,above normal,0
3340,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,short,below normal,1
3341,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,short,normal,1
3342,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,short,above normal,1
3343,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,medium,below normal,1
3344,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,medium,normal,0
3345,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,medium,above normal,0
3346,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,long,below normal,0
3347,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,long,normal,0
3348,3-5 years,2022,50-60,male,bachelor's degree,above average,51-70%,long,above normal,0
3349,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,short,below normal,1
3350,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,short,normal,1
3351,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,short,above normal,0
3352,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,medium,below normal,1
3353,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,medium,normal,0
3354,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,medium,above normal,0
3355,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,long,below normal,0
3356,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,long,normal,0
3357,1-3 years,2021,18-30,male,bachelor's degree,below average,10-30%,long,above normal,0
3358,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,short,below normal,0
3359,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,short,normal,0
3360,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,short,above normal,0
3361,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,medium,below normal,0
3362,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,medium,normal,0
3363,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,medium,above normal,0
3364,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,long,below normal,0
3365,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,long,normal,0
3366,1-3 years,2021,18-30,male,bachelor's degree,below average,31-50%,long,above normal,0
3367,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,short,below normal,1
3368,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,short,normal,0
3369,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,short,above normal,0
3370,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,medium,below normal,0
3371,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,medium,normal,0
3372,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,medium,above normal,0
3373,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,long,below normal,0
3374,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,long,normal,0
3375,1-3 years,2021,18-30,male,bachelor's degree,below average,51-70%,long,above normal,0
3376,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,short,below normal,1
3377,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,short,normal,1
3378,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,short,above normal,0
3379,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,medium,below normal,1
3380,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,medium,normal,1
3381,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,medium,above normal,0
3382,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,long,below normal,1
3383,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,long,normal,1
3384,5-10 years,2019,41-50,male,doctoral degree,average,10-30%,long,above normal,0
3385,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,short,below normal,1
3386,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,short,normal,1
3387,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,short,above normal,0
3388,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,medium,below normal,1
3389,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,medium,normal,0
3390,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,medium,above normal,0
3391,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,long,below normal,0
3392,5-10 years,2019,41-50,male,doctoral degree,average,31-50%,long,normal,0
