,driving exp,since when are you using electric vehicles?,age,gender,education,income,SoC,queuing time,charging fee
2723,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,15,normal
2724,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,15,above normal
2725,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,30,below normal
2726,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,30,normal
2727,1-3 years,2016,18-30,female,bachelor's degree,above average,51-70%,30,above normal
2728,3-5 years,2018,above 60,male,master's degree,above average,,,
2729,3-5 years,2018,above 60,male,master's degree,above average,,,
2730,3-5 years,2018,above 60,male,master's degree,above average,,,
2731,3-5 years,2018,above 60,male,master's degree,above average,,,
2732,3-5 years,2018,above 60,male,master's degree,above average,,,
2733,3-5 years,2018,above 60,male,master's degree,above average,,,
2734,3-5 years,2018,above 60,male,master's degree,above average,,,
2735,3-5 years,2018,above 60,male,master's degree,above average,,,
2736,3-5 years,2018,above 60,male,master's degree,above average,,,
2737,3-5 years,2018,above 60,male,master's degree,above average,,,
2738,3-5 years,2018,above 60,male,master's degree,above average,,,
2739,3-5 years,2018,above 60,male,master's degree,above average,,,
2740,3-5 years,2018,above 60,male,master's degree,above average,,,
2741,3-5 years,2018,above 60,male,master's degree,above average,,,
2742,3-5 years,2018,above 60,male,master's degree,above average,,,
2743,3-5 years,2018,above 60,male,master's degree,above average,,,
2744,3-5 years,2018,above 60,male,master's degree,above average,,,
2745,3-5 years,2018,above 60,male,master's degree,above average,,,
2746,3-5 years,2018,above 60,male,master's degree,above average,,,
2747,3-5 years,2018,above 60,male,master's degree,above average,,,
2748,3-5 years,2018,above 60,male,master's degree,above average,,,
2749,3-5 years,2018,above 60,male,master's degree,above average,,,
2750,3-5 years,2018,above 60,male,master's degree,above average,,,
2751,3-5 years,2018,above 60,male,master's degree,above average,,,
2752,3-5 years,2018,above 60,male,master's degree,above average,,,
2753,3-5 years,2018,above 60,male,master's degree,above average,,,
2754,3-5 years,2018,above 60,male,master's degree,above average,,,
2755,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,0,below normal
2756,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,0,normal
2757,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,0,above normal
2758,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,15,below normal
2759,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,15,normal
2760,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,15,above normal
2761,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,30,below normal
2762,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,30,normal
2763,1-3 years,2022,41-50,male,doctoral degree,average,10-30%,30,above normal
2764,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,0,below normal
2765,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,0,normal
2766,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,0,above normal
2767,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,15,below normal
2768,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,15,normal
2769,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,15,above normal
2770,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,30,below normal
2771,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,30,normal
2772,1-3 years,2022,41-50,male,doctoral degree,average,31-50%,30,above normal
2773,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,0,below normal
2774,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,0,normal
2775,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,0,above normal
2776,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,15,below normal
2777,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,15,normal
2778,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,15,above normal
2779,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,30,below normal
2780,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,30,normal
2781,1-3 years,2022,41-50,male,doctoral degree,average,51-70%,30,above normal
2782,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,0,below normal
2783,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,0,normal
2784,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,0,above normal
2785,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,15,below normal
2786,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,15,normal
2787,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,15,above normal
2788,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,30,below normal
2789,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,30,normal
2790,1-3 years,2021,above 60,female,doctoral degree,average,10-30%,30,above normal
2791,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,0,below normal
2792,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,0,normal
2793,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,0,above normal
2794,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,15,below normal
2795,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,15,normal
2796,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,15,above normal
2797,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,30,below normal
2798,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,30,normal
2799,1-3 years,2021,above 60,female,doctoral degree,average,31-50%,30,above normal
2800,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,0,below normal
2801,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,0,normal
2802,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,0,above normal
2803,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,15,below normal
2804,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,15,normal
2805,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,15,above normal
2806,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,30,below normal
2807,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,30,normal
2808,1-3 years,2021,above 60,female,doctoral degree,average,51-70%,30,above normal
2809,3-5 years,2021,31-40,female,high school diploma,average,10-30%,0,below normal
2810,3-5 years,2021,31-40,female,high school diploma,average,10-30%,0,normal
2811,3-5 years,2021,31-40,female,high school diploma,average,10-30%,0,above normal
2812,3-5 years,2021,31-40,female,high school diploma,average,10-30%,15,below normal
2813,3-5 years,2021,31-40,female,high school diploma,average,10-30%,15,normal
2814,3-5 years,2021,31-40,female,high school diploma,average,10-30%,15,above normal
2815,3-5 years,2021,31-40,female,high school diploma,average,10-30%,30,below normal
2816,3-5 years,2021,31-40,female,high school diploma,average,10-30%,30,normal
2817,3-5 years,2021,31-40,female,high school diploma,average,10-30%,30,above normal
2818,3-5 years,2021,31-40,female,high school diploma,average,31-50%,0,below normal
2819,3-5 years,2021,31-40,female,high school diploma,average,31-50%,0,normal
2820,3-5 years,2021,31-40,female,high school diploma,average,31-50%,0,above normal
2821,3-5 years,2021,31-40,female,high school diploma,average,31-50%,15,below normal
2822,3-5 years,2021,31-40,female,high school diploma,average,31-50%,15,normal
2823,3-5 years,2021,31-40,female,high school diploma,average,31-50%,15,above normal
2824,3-5 years,2021,31-40,female,high school diploma,average,31-50%,30,below normal
2825,3-5 years,2021,31-40,female,high school diploma,average,31-50%,30,normal
2826,3-5 years,2021,31-40,female,high school diploma,average,31-50%,30,above normal
2827,3-5 years,2021,31-40,female,high school diploma,average,51-70%,0,below normal
2828,3-5 years,2021,31-40,female,high school diploma,average,51-70%,0,normal
2829,3-5 years,2021,31-40,female,high school diploma,average,51-70%,0,above normal
2830,3-5 years,2021,31-40,female,high school diploma,average,51-70%,15,below normal
2831,3-5 years,2021,31-40,female,high school diploma,average,51-70%,15,normal
2832,3-5 years,2021,31-40,female,high school diploma,average,51-70%,15,above normal
2833,3-5 years,2021,31-40,female,high school diploma,average,51-70%,30,below normal
2834,3-5 years,2021,31-40,female,high school diploma,average,51-70%,30,normal
2835,3-5 years,2021,31-40,female,high school diploma,average,51-70%,30,above normal
2836,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,0,below normal
2837,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,0,normal
2838,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,0,above normal
2839,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,15,below normal
2840,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,15,normal
2841,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,15,above normal
2842,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,30,below normal
2843,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,30,normal
2844,less than a year,2020,50-60,female,bachelor's degree,above average,10-30%,30,above normal
2845,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,0,below normal
2846,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,0,normal
2847,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,0,above normal
2848,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,15,below normal
2849,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,15,normal
2850,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,15,above normal
2851,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,30,below normal
2852,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,30,normal
2853,less than a year,2020,50-60,female,bachelor's degree,above average,31-50%,30,above normal
2854,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,0,below normal
2855,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,0,normal
2856,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,0,above normal
2857,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,15,below normal
2858,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,15,normal
2859,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,15,above normal
2860,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,30,below normal
2861,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,30,normal
2862,less than a year,2020,50-60,female,bachelor's degree,above average,51-70%,30,above normal
2863,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,0,below normal
2864,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,0,normal
2865,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,0,above normal
2866,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,15,below normal
2867,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,15,normal
2868,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,15,above normal
2869,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,30,below normal
2870,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,30,normal
2871,5-10 years,2022,above 60,male,high school diploma,above average,10-30%,30,above normal
2872,5-10 years,2022,above 60,male,high school diploma,above average,31-50%,0,below normal
2873,5-10 years,2022,above 60,male,high school diploma,above average,31-50%,0,normal
2874,5-10 years,2022,above 60,male,high school diploma,above average,31-50%,0,above normal
2875,5-10 years,2022,above 60,male,high school diploma,above average,31-50%,15,below normal
